epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.5914332866668701,0.7437987327575684,0.7901554107666016,0.6461864113807678,0.787401556968689,0.6752955913543701,0.7857142686843872,1.0
1,0.5535420179367065,0.736928403377533,0.7847025394439697,0.5868644118309021,0.787401556968689,0.6763404011726379,0.7857142686843872,1.0
2,0.5601317882537842,0.7050454020500183,0.8213165998458862,0.555084764957428,0.7795275449752808,0.6772394180297852,0.7839999794960022,0.9898989796638489
3,0.5436573028564453,0.7413760423660278,0.7876105904579163,0.5656779408454895,0.7952755689620972,0.6781908273696899,0.7967479825019836,0.9898989796638489
